item_id,order_id,product_id,quantity,unit_price,item_discount,item_total,item_return_flag
ITM0001740,ORD000358,PRD0111,1,74.28,0.02,74.26,0
ITM0001741,ORD000358,PRD0013,2,10.74,1.03,20.45,1
ITM0001742,ORD000358,PRD0086,1,314.57,10.11,304.46,0
ITM0001743,ORD000359,PRD0045,1,35.34,0.19,35.15,0
ITM0001744,ORD000359,PRD0113,4,579.57,47.48,2270.8,0
ITM0001745,ORD000359,PRD0051,1,122.21,3.06,119.15,0
ITM0001746,ORD000360,PRD0035,5,26.79,2.59,131.36,0
ITM0001747,ORD000360,PRD0008,3,19.81,1.66,57.77,0
ITM0001748,ORD000360,PRD0103,1,105.07,9.96,95.11,0
ITM0001749,ORD000360,PRD0086,1,308.96,16.95,292.01,0
ITM0001750,ORD000360,PRD0014,1,15.02,0.1,14.92,0
ITM0001751,ORD000360,PRD0082,2,682.24,45.07,1319.41,0
ITM0001752,ORD000360,PRD0066,2,46.04,0.75,91.33,0
ITM0001753,ORD000360,PRD0045,3,36.03,7.92,100.17,0
ITM0001754,ORD000361,PRD0026,1,106.67,4.68,101.99,0
ITM0001755,ORD000361,PRD0098,1,224.62,8.7,215.92,0
ITM0001756,ORD000361,PRD0074,1,114.36,1.09,113.27,0
ITM0001757,ORD000361,PRD0059,1,392.05,25.12,366.93,0
ITM0001758,ORD000361,PRD0065,2,64.67,5.02,124.32,0
ITM0001759,ORD000361,PRD0010,1,39.91,1.1,38.81,0
ITM0001760,ORD000361,PRD0051,3,113.16,12.97,326.51,0
ITM0001761,ORD000361,PRD0020,6,38.58,13.7,217.78,0
ITM0001762,ORD000361,PRD0021,2,101.65,9.54,193.76,0
ITM0001763,ORD000361,PRD0070,1,520.45,30.87,489.58,0
ITM0001764,ORD000361,PRD0105,2,42.24,0.06,84.42,0
ITM0001765,ORD000362,PRD0069,1,554.59,31.45,523.14,0
ITM0001766,ORD000362,PRD0100,1,61.89,0.99,60.9,0
ITM0001767,ORD000362,PRD0079,5,105.88,20.11,509.29,0
ITM0001768,ORD000363,PRD0100,1,64.07,5.29,58.78,0
ITM0001769,ORD000363,PRD0058,2,119.8,4.61,234.99,0
ITM0001770,ORD000363,PRD0079,2,110.65,3.63,217.67,0
ITM0001771,ORD000363,PRD0014,2,14.22,2.02,26.42,0
ITM0001772,ORD000363,PRD0039,1,205.22,4.17,201.05,0
ITM0001773,ORD000364,PRD0106,5,32.77,15.68,148.17,0
ITM0001774,ORD000364,PRD0100,1,61.88,4.23,57.65,0
ITM0001775,ORD000364,PRD0014,2,14.01,0.86,27.16,0
ITM0001776,ORD000364,PRD0018,4,50.85,14.34,189.06,0
ITM0001777,ORD000364,PRD0040,1,150.07,8.25,141.82,0
ITM0001778,ORD000364,PRD0031,2,171.53,15.05,328.01,0
ITM0001779,ORD000365,PRD0065,1,66.7,3.63,63.07,0
ITM0001780,ORD000366,PRD0056,1,225.11,19.63,205.48,0
ITM0001781,ORD000366,PRD0021,1,100.15,2.49,97.66,0
ITM0001782,ORD000366,PRD0059,3,418.36,75.66,1179.42,0
ITM0001783,ORD000366,PRD0078,3,284.42,69.88,783.38,0
ITM0001784,ORD000366,PRD0022,1,110.98,6.91,104.07,0
ITM0001785,ORD000366,PRD0041,1,228.16,15.9,212.26,0
ITM0001786,ORD000366,PRD0040,3,150.41,4.18,447.05,0
ITM0001787,ORD000367,PRD0109,1,20.86,1.43,19.43,0
ITM0001788,ORD000367,PRD0048,2,160.51,31.65,289.37,0
ITM0001789,ORD000367,PRD0079,1,110.98,3.43,107.55,0
ITM0001790,ORD000367,PRD0027,3,454.22,102.97,1259.69,0
ITM0001791,ORD000367,PRD0061,3,373.25,92.45,1027.3,0
ITM0001792,ORD000367,PRD0103,1,99.99,6.36,93.63,0
ITM0001793,ORD000368,PRD0022,4,105.84,24.04,399.32,0
ITM0001794,ORD000368,PRD0008,1,19.36,1.25,18.11,0
ITM0001795,ORD000368,PRD0103,1,96.24,9.27,86.97,0
ITM0001796,ORD000368,PRD0096,1,86.25,5.91,80.34,0
ITM0001797,ORD000368,PRD0113,1,609.11,21.77,587.34,0
ITM0001798,ORD000368,PRD0072,4,131.68,3.98,522.74,0
ITM0001799,ORD000368,PRD0107,6,121.69,55.82,674.32,0
ITM0001800,ORD000369,PRD0092,1,119.14,2.51,116.63,0
ITM0001801,ORD000369,PRD0096,2,82.75,13.24,152.26,0
ITM0001802,ORD000369,PRD0061,1,383.6,12.74,370.86,0
ITM0001803,ORD000369,PRD0042,1,138.87,2.03,136.84,0
ITM0001804,ORD000369,PRD0107,1,114.3,8.45,105.85,0
ITM0001805,ORD000370,PRD0049,1,158.53,2.91,155.62,0
ITM0001806,ORD000370,PRD0060,2,303.82,36.6,571.04,0
ITM0001807,ORD000370,PRD0051,2,118.83,22.6,215.06,0
ITM0001808,ORD000370,PRD0005,1,114.91,7.96,106.95,0
ITM0001809,ORD000370,PRD0101,1,29.23,1.69,27.54,0
ITM0001810,ORD000370,PRD0048,1,168.94,13.85,155.09,0
ITM0001811,ORD000370,PRD0063,1,111.74,0.49,111.25,0
ITM0001812,ORD000370,PRD0014,1,13.9,0.19,13.71,0
ITM0001813,ORD000371,PRD0001,2,43.02,5.29,80.75,1
ITM0001814,ORD000372,PRD0010,1,42.52,0.91,41.61,0
ITM0001815,ORD000372,PRD0104,1,94.41,7.6,86.81,0
ITM0001816,ORD000372,PRD0022,1,104.09,8.85,95.24,0
ITM0001817,ORD000372,PRD0021,4,104.91,40.76,378.88,0
ITM0001818,ORD000372,PRD0018,4,48.64,10.42,184.14,0
ITM0001819,ORD000372,PRD0002,1,121.72,10.69,111.03,0
ITM0001820,ORD000372,PRD0081,1,760.73,66.88,693.85,0
ITM0001821,ORD000373,PRD0100,6,63.48,6.2,374.68,0
ITM0001822,ORD000373,PRD0065,1,69.6,1.6,68.0,0
ITM0001823,ORD000373,PRD0019,1,55.1,3.31,51.79,0
ITM0001824,ORD000374,PRD0109,1,21.67,1.3,20.37,0
ITM0001825,ORD000374,PRD0025,1,77.09,3.85,73.24,0
ITM0001826,ORD000374,PRD0077,1,171.82,3.19,168.63,0
ITM0001827,ORD000374,PRD0048,1,168.07,6.96,161.11,0
ITM0001828,ORD000374,PRD0032,3,98.07,7.68,286.53,0
ITM0001829,ORD000375,PRD0050,1,247.81,22.02,225.79,0
ITM0001830,ORD000375,PRD0008,1,18.85,1.65,17.2,0
ITM0001831,ORD000376,PRD0076,1,127.79,1.34,126.45,0
ITM0001832,ORD000376,PRD0007,1,51.91,3.42,48.49,0
ITM0001833,ORD000376,PRD0109,1,21.63,2.03,19.6,0
ITM0001834,ORD000376,PRD0020,4,36.37,9.75,135.73,0
ITM0001835,ORD000377,PRD0102,2,67.46,1.16,133.76,0
ITM0001836,ORD000377,PRD0087,4,568.21,202.9,2069.94,0
ITM0001837,ORD000377,PRD0110,1,96.08,1.59,94.49,0
ITM0001838,ORD000377,PRD0052,1,77.64,4.74,72.9,0
ITM0001839,ORD000377,PRD0077,1,168.86,15.61,153.25,0
ITM0001840,ORD000377,PRD0041,3,213.53,27.85,612.74,0
ITM0001841,ORD000377,PRD0019,1,55.47,4.44,51.03,0
ITM0001842,ORD000378,PRD0112,2,710.98,73.88,1348.08,0
ITM0001843,ORD000378,PRD0010,1,41.55,2.95,38.6,0
ITM0001844,ORD000378,PRD0063,1,116.68,8.38,108.3,0
ITM0001845,ORD000379,PRD0067,1,76.26,5.4,70.86,0
ITM0001846,ORD000379,PRD0058,1,116.6,8.28,108.32,0
ITM0001847,ORD000379,PRD0070,4,480.01,45.86,1874.18,0
ITM0001848,ORD000379,PRD0012,2,114.13,17.86,210.4,0
ITM0001849,ORD000379,PRD0059,1,390.73,36.94,353.79,0
ITM0001850,ORD000380,PRD0080,1,77.21,5.57,71.64,0
ITM0001851,ORD000380,PRD0111,1,74.65,2.44,72.21,0
ITM0001852,ORD000380,PRD0004,2,227.88,4.4,451.36,0
ITM0001853,ORD000380,PRD0030,1,56.58,0.56,56.02,0
ITM0001854,ORD000380,PRD0020,2,38.8,7.33,70.27,1
ITM0001855,ORD000380,PRD0002,3,123.21,12.98,356.65,0
ITM0001856,ORD000381,PRD0024,2,138.0,16.02,259.98,0
ITM0001857,ORD000381,PRD0072,1,133.64,2.61,131.03,0
ITM0001858,ORD000381,PRD0023,1,55.79,2.4,53.39,0
ITM0001859,ORD000381,PRD0055,1,116.51,4.64,111.87,0
ITM0001860,ORD000381,PRD0102,4,68.78,4.01,271.11,0
ITM0001861,ORD000382,PRD0041,4,215.19,47.01,813.75,0
ITM0001862,ORD000382,PRD0050,1,243.77,10.83,232.94,0
ITM0001863,ORD000382,PRD0018,3,50.07,12.82,137.39,0
ITM0001864,ORD000382,PRD0067,1,76.05,1.49,74.56,0
ITM0001865,ORD000383,PRD0041,3,226.78,53.58,626.76,0
ITM0001866,ORD000383,PRD0097,3,302.9,4.93,903.77,0
ITM0001867,ORD000383,PRD0079,1,104.2,7.77,96.43,0
ITM0001868,ORD000383,PRD0065,1,66.63,6.3,60.33,0
ITM0001869,ORD000383,PRD0021,2,103.03,14.49,191.57,0
ITM0001870,ORD000383,PRD0082,1,715.3,43.13,672.17,0
ITM0001871,ORD000383,PRD0053,1,141.88,7.93,133.95,0
ITM0001872,ORD000383,PRD0023,1,55.58,0.86,54.72,0
ITM0001873,ORD000383,PRD0018,4,46.95,17.09,170.71,0
ITM0001874,ORD000384,PRD0014,1,14.44,0.09,14.35,0
ITM0001875,ORD000384,PRD0039,2,218.2,2.41,433.99,0
ITM0001876,ORD000384,PRD0033,2,116.58,3.56,229.6,0
ITM0001877,ORD000385,PRD0056,2,211.44,26.65,396.23,0
ITM0001878,ORD000385,PRD0098,1,231.55,1.73,229.82,0
ITM0001879,ORD000385,PRD0097,1,305.85,12.23,293.62,0
ITM0001880,ORD000386,PRD0038,1,139.24,5.58,133.66,0
ITM0001881,ORD000386,PRD0059,1,422.14,13.9,408.24,0
ITM0001882,ORD000386,PRD0054,3,120.75,2.75,359.5,0
ITM0001883,ORD000386,PRD0065,1,67.72,1.55,66.17,0
ITM0001884,ORD000387,PRD0013,1,10.04,0.38,9.66,0
ITM0001885,ORD000387,PRD0064,3,181.7,26.25,518.85,0
ITM0001886,ORD000387,PRD0015,1,74.62,1.62,73.0,0
ITM0001887,ORD000387,PRD0076,1,129.61,6.61,123.0,0
ITM0001888,ORD000388,PRD0004,1,219.09,0.28,218.81,0
ITM0001889,ORD000388,PRD0036,3,149.63,3.93,444.96,0
ITM0001890,ORD000388,PRD0071,4,325.99,3.29,1300.67,0
ITM0001891,ORD000388,PRD0018,2,48.84,3.02,94.66,0
ITM0001892,ORD000388,PRD0083,6,214.57,51.12,1236.3,0
ITM0001893,ORD000388,PRD0062,1,216.69,2.45,214.24,0
ITM0001894,ORD000388,PRD0057,2,294.45,14.25,574.65,0
ITM0001895,ORD000389,PRD0029,1,253.7,14.51,239.19,0
ITM0001896,ORD000389,PRD0045,1,34.78,0.22,34.56,0
ITM0001897,ORD000389,PRD0058,2,127.01,11.4,242.62,0
ITM0001898,ORD000390,PRD0039,1,219.47,13.49,205.98,1
ITM0001899,ORD000390,PRD0016,1,34.45,1.74,32.71,1
ITM0001900,ORD000390,PRD0017,3,57.73,6.69,166.5,1
ITM0001901,ORD000390,PRD0001,1,40.92,0.85,40.07,1
ITM0001902,ORD000390,PRD0024,2,137.85,18.55,257.15,0
ITM0001903,ORD000390,PRD0076,2,123.08,15.96,230.2,1
ITM0001904,ORD000390,PRD0083,1,214.96,9.23,205.73,1
ITM0001905,ORD000390,PRD0108,1,112.27,0.49,111.78,0
ITM0001906,ORD000391,PRD0047,2,101.12,0.58,201.66,0
ITM0001907,ORD000391,PRD0103,2,103.77,13.78,193.76,0
ITM0001908,ORD000391,PRD0071,2,324.16,44.77,603.55,0
ITM0001909,ORD000391,PRD0073,1,114.7,5.08,109.62,0
ITM0001910,ORD000392,PRD0028,3,94.61,0.65,283.18,0
ITM0001911,ORD000392,PRD0089,3,1288.21,1.05,3863.58,0
ITM0001912,ORD000392,PRD0011,4,52.56,1.06,209.18,0
ITM0001913,ORD000392,PRD0014,2,14.98,1.62,28.34,0
ITM0001914,ORD000392,PRD0036,2,147.98,14.88,281.08,0
ITM0001915,ORD000392,PRD0029,1,241.59,0.13,241.46,0
ITM0001916,ORD000392,PRD0079,2,104.67,12.9,196.44,0
ITM0001917,ORD000393,PRD0008,1,19.86,0.59,19.27,0
ITM0001918,ORD000393,PRD0029,1,244.84,11.23,233.61,0
ITM0001919,ORD000393,PRD0093,4,148.36,34.77,558.67,0
ITM0001920,ORD000394,PRD0080,1,79.48,1.56,77.92,0
ITM0001921,ORD000394,PRD0058,1,124.32,5.29,119.03,0
ITM0001922,ORD000394,PRD0064,1,178.61,5.36,173.25,0
ITM0001923,ORD000395,PRD0077,1,176.14,9.24,166.9,0
ITM0001924,ORD000395,PRD0010,1,41.59,1.63,39.96,0
ITM0001925,ORD000396,PRD0056,1,219.71,0.37,219.34,0
ITM0001926,ORD000396,PRD0100,2,64.93,3.43,126.43,0
ITM0001927,ORD000396,PRD0070,1,510.61,1.17,509.44,0
ITM0001928,ORD000396,PRD0016,2,34.24,0.31,68.17,0
ITM0001929,ORD000396,PRD0038,1,141.29,1.84,139.45,0
ITM0001930,ORD000396,PRD0046,4,22.32,2.09,87.19,0
ITM0001931,ORD000397,PRD0005,3,118.94,2.81,354.01,0
ITM0001932,ORD000397,PRD0108,1,109.13,5.89,103.24,0
ITM0001933,ORD000397,PRD0011,1,56.08,3.37,52.71,0
ITM0001934,ORD000397,PRD0070,2,526.0,66.98,985.02,0
ITM0001935,ORD000397,PRD0047,6,101.4,0.34,608.06,0
ITM0001936,ORD000397,PRD0003,3,101.28,19.97,283.87,0
ITM0001937,ORD000398,PRD0010,1,40.28,1.38,38.9,0
ITM0001938,ORD000399,PRD0031,2,167.87,5.69,330.05,0
ITM0001939,ORD000399,PRD0021,4,104.76,1.87,417.17,0
ITM0001940,ORD000399,PRD0048,1,173.1,0.53,172.57,0
ITM0001941,ORD000399,PRD0109,4,21.0,5.54,78.46,0
ITM0001942,ORD000399,PRD0056,1,222.1,8.41,213.69,0
ITM0001943,ORD000400,PRD0044,3,56.05,6.28,161.87,0
ITM0001944,ORD000400,PRD0096,2,85.82,9.57,162.07,0
ITM0001945,ORD000400,PRD0043,2,55.92,7.43,104.41,0
ITM0001946,ORD000400,PRD0097,3,308.53,1.88,923.71,0
ITM0001947,ORD000400,PRD0024,2,128.7,14.18,243.22,0
ITM0001948,ORD000401,PRD0010,3,41.42,3.42,120.84,0
ITM0001949,ORD000401,PRD0097,1,291.92,11.7,280.22,0
ITM0001950,ORD000401,PRD0057,2,288.59,8.95,568.23,0
ITM0001951,ORD000401,PRD0101,2,29.82,2.76,56.88,0
ITM0001952,ORD000401,PRD0106,4,32.2,4.33,124.47,0
ITM0001953,ORD000402,PRD0034,1,50.15,1.43,48.72,0
ITM0001954,ORD000402,PRD0061,1,357.1,8.04,349.06,0
ITM0001955,ORD000402,PRD0080,6,76.98,17.92,443.96,0
ITM0001956,ORD000402,PRD0024,1,135.48,3.3,132.18,0
ITM0001957,ORD000403,PRD0054,5,112.6,27.38,535.62,0
ITM0001958,ORD000403,PRD0070,3,509.7,29.25,1499.85,0
ITM0001959,ORD000404,PRD0059,1,389.85,4.82,385.03,0
ITM0001960,ORD000404,PRD0108,1,111.32,1.62,109.7,0
ITM0001961,ORD000404,PRD0030,1,58.34,0.13,58.21,0
ITM0001962,ORD000404,PRD0008,2,19.48,0.27,38.69,0
ITM0001963,ORD000405,PRD0048,2,161.21,14.42,308.0,0
ITM0001964,ORD000405,PRD0007,1,49.0,1.95,47.05,0
ITM0001965,ORD000405,PRD0110,4,101.81,10.2,397.04,0
ITM0001966,ORD000406,PRD0004,2,215.49,0.58,430.4,0
ITM0001967,ORD000407,PRD0048,1,161.17,3.07,158.1,0
ITM0001968,ORD000407,PRD0044,1,53.69,0.33,53.36,0
ITM0001969,ORD000407,PRD0018,4,47.3,0.23,188.97,0
ITM0001970,ORD000408,PRD0033,1,113.59,2.03,111.56,0
ITM0001971,ORD000408,PRD0041,1,212.21,0.69,211.52,0
ITM0001972,ORD000409,PRD0006,1,50.69,0.86,49.83,0
ITM0001973,ORD000409,PRD0101,1,28.99,0.29,28.7,0
ITM0001974,ORD000409,PRD0026,2,109.19,4.17,214.21,0
ITM0001975,ORD000410,PRD0046,1,21.44,0.29,21.15,0
ITM0001976,ORD000410,PRD0038,2,138.36,2.02,274.7,0
ITM0001977,ORD000411,PRD0073,1,112.93,5.0,107.93,0
ITM0001978,ORD000411,PRD0006,1,52.63,2.48,50.15,0
ITM0001979,ORD000411,PRD0030,1,56.68,1.8,54.88,0
ITM0001980,ORD000411,PRD0090,1,390.1,29.87,360.23,0
ITM0001981,ORD000412,PRD0016,1,36.4,0.75,35.65,0
ITM0001982,ORD000412,PRD0007,1,50.1,4.33,45.77,0
ITM0001983,ORD000412,PRD0022,1,110.56,2.24,108.32,0
ITM0001984,ORD000412,PRD0013,1,10.65,1.01,9.64,0
ITM0001985,ORD000412,PRD0034,2,53.97,1.27,106.67,0
ITM0001986,ORD000412,PRD0055,1,115.03,0.03,115.0,0
ITM0001987,ORD000412,PRD0063,1,116.26,9.01,107.25,0
ITM0001988,ORD000412,PRD0084,3,209.9,53.5,576.2,0
ITM0001989,ORD000413,PRD0069,1,594.61,39.73,554.88,0
ITM0001990,ORD000413,PRD0065,1,66.3,3.5,62.8,0
ITM0001991,ORD000414,PRD0046,3,21.53,1.82,62.77,0
ITM0001992,ORD000414,PRD0096,1,83.11,7.86,75.25,0
ITM0001993,ORD000414,PRD0023,2,60.6,1.46,119.74,0
ITM0001994,ORD000414,PRD0001,1,41.75,0.52,41.23,0
ITM0001995,ORD000415,PRD0069,1,554.82,9.07,545.75,0
ITM0001996,ORD000416,PRD0098,3,220.27,18.09,642.72,0
ITM0001997,ORD000416,PRD0008,1,18.93,1.41,17.52,0
ITM0001998,ORD000416,PRD0011,2,51.61,2.71,100.51,0
ITM0001999,ORD000416,PRD0054,2,122.8,10.21,235.39,0
ITM0002000,ORD000416,PRD0065,1,67.71,3.08,64.63,0
ITM0002001,ORD000416,PRD0028,2,99.54,8.06,191.02,0
ITM0002002,ORD000417,PRD0075,3,142.48,30.65,396.79,0
ITM0002003,ORD000417,PRD0063,1,111.91,2.43,109.48,0
ITM0002004,ORD000417,PRD0036,3,144.4,3.27,429.93,0
ITM0002005,ORD000417,PRD0003,4,98.1,33.5,358.9,0
ITM0002006,ORD000417,PRD0079,4,107.37,11.04,418.44,0
ITM0002007,ORD000418,PRD0046,1,22.38,1.1,21.28,0
ITM0002008,ORD000418,PRD0062,1,227.95,11.91,216.04,0
ITM0002009,ORD000418,PRD0100,1,64.35,2.05,62.3,0
ITM0002010,ORD000418,PRD0099,1,304.43,9.96,294.47,0
ITM0002011,ORD000418,PRD0041,2,232.0,41.74,422.26,0
ITM0002012,ORD000418,PRD0021,3,101.31,6.23,297.7,0
ITM0002013,ORD000418,PRD0082,2,660.24,57.5,1262.98,0
ITM0002014,ORD000419,PRD0047,1,103.06,0.89,102.17,0
ITM0002015,ORD000419,PRD0020,1,37.58,0.11,37.47,0
ITM0002016,ORD000419,PRD0104,1,100.24,3.1,97.14,0
ITM0002017,ORD000419,PRD0003,1,98.1,8.2,89.9,0
ITM0002018,ORD000419,PRD0002,3,123.69,32.68,338.39,0
ITM0002019,ORD000420,PRD0034,1,49.84,0.57,49.27,0
ITM0002020,ORD000420,PRD0035,1,26.28,1.55,24.73,0
ITM0002021,ORD000420,PRD0038,1,142.57,4.94,137.63,0
ITM0002022,ORD000420,PRD0072,1,133.72,3.51,130.21,0
ITM0002023,ORD000420,PRD0006,1,52.22,1.6,50.62,0
ITM0002024,ORD000420,PRD0106,2,32.9,3.95,61.85,0
ITM0002025,ORD000420,PRD0023,1,56.54,5.0,51.54,0
ITM0002026,ORD000420,PRD0114,3,416.01,58.29,1189.74,0
ITM0002027,ORD000420,PRD0017,1,56.47,3.54,52.93,0
ITM0002028,ORD000421,PRD0081,6,770.81,205.13,4419.73,0
ITM0002029,ORD000421,PRD0023,2,59.9,9.29,110.51,0
ITM0002030,ORD000421,PRD0009,1,69.81,6.51,63.3,0
ITM0002031,ORD000421,PRD0100,1,62.74,2.56,60.18,0
ITM0002032,ORD000421,PRD0098,4,222.71,23.15,867.69,0
ITM0002033,ORD000421,PRD0044,2,55.62,6.59,104.65,0
ITM0002034,ORD000421,PRD0074,3,124.28,6.62,366.22,0
ITM0002035,ORD000421,PRD0060,2,323.52,20.46,626.58,0
ITM0002036,ORD000422,PRD0056,5,216.37,43.25,1038.6,0
ITM0002037,ORD000422,PRD0053,2,141.06,2.89,279.23,0
ITM0002038,ORD000422,PRD0040,1,153.74,12.84,140.9,0
ITM0002039,ORD000422,PRD0103,1,96.19,5.53,90.66,0
ITM0002040,ORD000422,PRD0017,1,53.02,1.23,51.79,0
ITM0002041,ORD000423,PRD0015,2,74.43,0.55,148.31,0
ITM0002042,ORD000423,PRD0062,5,227.16,58.76,1077.04,0
ITM0002043,ORD000423,PRD0070,2,512.88,94.99,930.77,0
ITM0002044,ORD000423,PRD0020,3,36.3,4.8,104.1,0
ITM0002045,ORD000423,PRD0043,1,61.13,1.83,59.3,0
ITM0002046,ORD000423,PRD0108,2,106.41,6.58,206.24,0
ITM0002047,ORD000423,PRD0025,3,73.31,13.97,205.96,0
ITM0002048,ORD000424,PRD0049,2,154.96,23.14,286.78,0
ITM0002049,ORD000424,PRD0107,2,116.59,10.09,223.09,0
ITM0002050,ORD000424,PRD0077,1,184.53,7.91,176.62,0
ITM0002051,ORD000424,PRD0050,6,246.53,80.19,1398.99,0
ITM0002052,ORD000424,PRD0061,2,365.62,4.46,726.78,0
ITM0002053,ORD000424,PRD0073,2,116.84,17.14,216.54,0
ITM0002054,ORD000424,PRD0063,2,117.48,21.48,213.48,0
ITM0002055,ORD000424,PRD0101,3,29.94,6.83,82.99,0
ITM0002056,ORD000425,PRD0040,3,151.02,25.6,427.46,0
ITM0002057,ORD000425,PRD0032,2,100.52,11.6,189.44,0
ITM0002058,ORD000425,PRD0022,1,104.55,8.46,96.09,0
ITM0002059,ORD000425,PRD0004,1,226.19,8.32,217.87,0
ITM0002060,ORD000425,PRD0005,2,112.78,9.23,216.33,0
ITM0002061,ORD000425,PRD0100,1,65.18,5.88,59.3,0
ITM0002062,ORD000425,PRD0072,3,138.68,31.18,384.86,0
ITM0002063,ORD000426,PRD0097,1,308.11,26.03,282.08,0
ITM0002064,ORD000426,PRD0052,1,78.46,6.17,72.29,0
ITM0002065,ORD000426,PRD0100,1,63.14,0.98,62.16,0
ITM0002066,ORD000426,PRD0040,1,146.46,0.03,146.43,0
ITM0002067,ORD000426,PRD0106,1,30.74,2.35,28.39,0
ITM0002068,ORD000426,PRD0074,5,115.67,51.59,526.76,0
ITM0002069,ORD000426,PRD0026,2,109.41,3.32,215.5,0
ITM0002070,ORD000426,PRD0060,2,309.6,36.71,582.49,0
ITM0002071,ORD000427,PRD0057,1,277.24,21.76,255.48,0
ITM0002072,ORD000427,PRD0014,1,14.01,1.27,12.74,0
ITM0002073,ORD000427,PRD0063,2,110.64,12.34,208.94,0
ITM0002074,ORD000427,PRD0034,1,51.37,1.78,49.59,0
ITM0002075,ORD000427,PRD0006,2,52.09,4.76,99.42,1
ITM0002076,ORD000427,PRD0108,5,105.51,40.85,486.7,0
ITM0002077,ORD000427,PRD0068,1,178.73,4.63,174.1,0
ITM0002078,ORD000427,PRD0101,4,30.69,10.4,112.36,0
ITM0002079,ORD000427,PRD0071,1,314.64,24.2,290.44,0
ITM0002080,ORD000428,PRD0071,1,322.33,19.76,302.57,0
ITM0002081,ORD000428,PRD0110,2,99.04,7.84,190.24,0
ITM0002082,ORD000428,PRD0026,3,114.6,8.68,335.12,0
ITM0002083,ORD000428,PRD0100,6,60.71,16.25,348.01,0
ITM0002084,ORD000428,PRD0106,1,31.4,2.94,28.46,0
ITM0002085,ORD000428,PRD0105,2,38.92,6.76,71.08,0
ITM0002086,ORD000429,PRD0044,2,53.78,10.16,97.4,0
ITM0002087,ORD000430,PRD0005,1,116.61,6.68,109.93,0
ITM0002088,ORD000430,PRD0104,5,91.62,20.17,437.93,0
ITM0002089,ORD000430,PRD0052,1,76.22,6.99,69.23,0
ITM0002090,ORD000430,PRD0050,1,231.04,17.96,213.08,0
ITM0002091,ORD000430,PRD0061,1,351.91,14.3,337.61,0
ITM0002092,ORD000430,PRD0015,1,73.69,3.99,69.7,0
ITM0002093,ORD000431,PRD0051,1,111.81,7.96,103.85,0
ITM0002094,ORD000431,PRD0093,1,142.54,12.11,130.43,0
ITM0002095,ORD000431,PRD0002,3,118.43,27.69,327.6,1
ITM0002096,ORD000431,PRD0028,4,97.07,29.72,358.56,0
ITM0002097,ORD000431,PRD0001,2,42.09,1.65,82.53,0
ITM0002098,ORD000431,PRD0046,4,22.12,1.84,86.64,0
ITM0002099,ORD000432,PRD0108,1,114.5,9.82,104.68,0
ITM0002100,ORD000432,PRD0065,2,65.41,4.38,126.44,0
ITM0002101,ORD000432,PRD0026,1,106.89,9.87,97.02,0
ITM0002102,ORD000432,PRD0106,1,32.69,2.92,29.77,0
ITM0002103,ORD000432,PRD0082,4,676.98,218.07,2489.85,0
ITM0002104,ORD000432,PRD0061,5,355.67,84.09,1694.26,0
ITM0002105,ORD000432,PRD0073,3,119.19,16.85,340.72,0
ITM0002106,ORD000433,PRD0106,3,30.14,7.14,83.28,0
ITM0002107,ORD000433,PRD0075,2,154.2,16.37,292.03,0
ITM0002108,ORD000433,PRD0041,1,215.79,10.15,205.64,0
ITM0002109,ORD000433,PRD0004,1,227.63,0.61,227.02,0
ITM0002110,ORD000433,PRD0043,2,58.66,10.5,106.82,0
ITM0002111,ORD000433,PRD0045,2,36.93,0.76,73.1,0
ITM0002112,ORD000433,PRD0017,2,53.21,10.56,95.86,0
ITM0002113,ORD000434,PRD0113,1,563.54,31.0,532.54,0
ITM0002114,ORD000434,PRD0039,4,215.19,5.03,855.73,0
ITM0002115,ORD000434,PRD0064,3,181.8,6.67,538.73,0
ITM0002116,ORD000434,PRD0107,2,120.96,0.19,241.73,0
ITM0002117,ORD000434,PRD0017,3,57.03,6.12,164.97,0
ITM0002118,ORD000434,PRD0076,1,122.87,4.79,118.08,0
ITM0002119,ORD000434,PRD0079,3,111.7,19.53,315.57,0
ITM0002120,ORD000434,PRD0009,2,67.96,2.98,132.94,0
ITM0002121,ORD000435,PRD0098,1,219.64,3.53,216.11,0
ITM0002122,ORD000435,PRD0088,1,213.13,13.9,199.23,0
ITM0002123,ORD000435,PRD0004,1,228.46,2.55,225.91,0
ITM0002124,ORD000435,PRD0010,1,41.65,2.79,38.86,0
ITM0002125,ORD000435,PRD0005,1,120.36,6.09,114.27,0
ITM0002126,ORD000435,PRD0037,2,193.67,36.67,350.67,0
ITM0002127,ORD000435,PRD0055,5,112.63,24.54,538.61,0
ITM0002128,ORD000436,PRD0103,1,102.94,5.84,97.1,0
ITM0002129,ORD000437,PRD0031,2,161.33,14.41,308.25,0
ITM0002130,ORD000437,PRD0004,1,219.95,5.88,214.07,0
ITM0002131,ORD000437,PRD0024,1,137.83,2.56,135.27,0
ITM0002132,ORD000437,PRD0050,1,235.16,16.28,218.88,0
ITM0002133,ORD000437,PRD0036,1,151.52,0.61,150.91,0
ITM0002134,ORD000438,PRD0089,1,1273.96,28.97,1244.99,0
ITM0002135,ORD000438,PRD0114,2,393.56,19.25,767.87,0
ITM0002136,ORD000438,PRD0027,2,467.09,27.82,906.36,0
ITM0002137,ORD000439,PRD0033,5,111.24,34.42,521.78,0
