order_id,customer_id,order_date,order_month,order_quarter,delivery_date,channel,city,order_status,payment_method,delivery_slot,promo_code,promo_discount_amt,gross_order_value,net_order_value
ORD000876,CUST00172,2023-02-01,2,1,2023-02-02,Web,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,91.78,91.78
ORD000877,CUST00172,2023-10-21,10,4,2023-10-23,App,Delhi,Delivered,UPI,Morning 6-10 AM,DUSSEHRA23,279.98,2232.72,1952.74
ORD000878,CUST00173,2023-01-14,1,1,2023-01-15,App,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,220.85,220.85
ORD000879,CUST00173,2023-04-28,4,2,2023-04-30,Web,Bengaluru,Delivered,Wallet,Morning 6-10 AM,,0.0,1748.96,1748.96
ORD000880,CUST00173,2023-10-20,10,4,2023-10-21,App,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,342.63,342.63
ORD000881,CUST00174,2023-07-09,7,3,2023-07-11,App,Pune,Delivered,UPI,Morning 6-10 AM,,0.0,788.3,788.3
ORD000882,CUST00176,2023-06-02,6,2,2023-06-04,App,Hyderabad,Delivered,UPI,Afternoon 10-2 PM,,0.0,867.59,867.59
ORD000883,CUST00176,2023-10-22,10,4,2023-10-25,App,Hyderabad,Delivered,Debit Card,Morning 6-10 AM,,0.0,1323.81,1323.81
ORD000884,CUST00176,2023-11-22,11,4,2023-11-25,App,Hyderabad,Delivered,Credit Card,Morning 6-10 AM,,0.0,882.27,882.27
ORD000885,CUST00176,2023-06-26,6,2,2023-06-29,Web,Hyderabad,Delivered,Wallet,Morning 6-10 AM,,0.0,3444.24,3444.24
ORD000886,CUST00176,2023-12-26,12,4,2023-12-28,Kiosk,Hyderabad,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,233.16,233.16
ORD000887,CUST00176,2023-10-04,10,4,2023-10-07,Kiosk,Hyderabad,Delivered,Debit Card,Morning 6-10 AM,,0.0,848.13,848.13
ORD000888,CUST00176,2023-12-23,12,4,2023-12-24,Web,Hyderabad,Delivered,COD,Afternoon 10-2 PM,,0.0,2637.82,2637.82
ORD000889,CUST00176,2023-05-14,5,2,2023-05-16,Kiosk,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,655.17,655.17
ORD000890,CUST00177,2023-12-20,12,4,2023-12-21,App,Bengaluru,Delivered,Debit Card,Morning 6-10 AM,,0.0,1550.35,1550.35
ORD000891,CUST00177,2023-01-25,1,1,2023-01-28,App,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,1770.89,1770.89
ORD000892,CUST00177,2023-05-05,5,2,2023-05-06,Kiosk,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,856.81,856.81
ORD000893,CUST00177,2023-10-03,10,4,2023-10-05,Web,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,1366.28,1366.28
ORD000894,CUST00177,2023-08-10,8,3,,App,Bengaluru,Cancelled,UPI,Morning 6-10 AM,,0.0,3185.17,0.0
ORD000895,CUST00177,2023-05-31,5,2,2023-06-02,App,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,2340.68,2340.68
ORD000896,CUST00177,2023-07-17,7,3,2023-07-18,App,Bengaluru,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1150.17,1150.17
ORD000897,CUST00177,2023-07-04,7,3,2023-07-06,App,Bengaluru,Returned,COD,,,0.0,522.64,22.25
ORD000898,CUST00177,2023-07-22,7,3,2023-07-23,App,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,880.0,880.0
ORD000899,CUST00177,2023-12-23,12,4,2023-12-24,App,Bengaluru,Returned,UPI,Late Night 8-11 PM,,0.0,1211.03,991.1
ORD000900,CUST00177,2023-07-16,7,3,2023-07-18,Web,Bengaluru,Returned,UPI,Afternoon 10-2 PM,,0.0,1542.42,418.24
ORD000901,CUST00177,2023-11-05,11,4,2023-11-06,App,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,2183.11,2183.11
ORD000902,CUST00177,2023-09-12,9,3,2023-09-15,Web,Bengaluru,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1150.21,1150.21
ORD000903,CUST00177,2023-12-05,12,4,2023-12-08,App,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,1965.69,1965.69
ORD000904,CUST00177,2023-04-28,4,2,2023-04-29,App,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,888.62,888.62
ORD000905,CUST00177,2023-03-25,3,1,2023-03-27,Kiosk,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,3322.35,3322.35
ORD000906,CUST00177,2023-07-14,7,3,2023-07-15,App,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,1924.83,1924.83
ORD000907,CUST00177,2023-05-09,5,2,2023-05-10,App,Bengaluru,Delivered,Debit Card,Morning 6-10 AM,,0.0,710.12,710.12
ORD000908,CUST00177,2023-05-04,5,2,2023-05-06,Web,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,2063.14,2063.14
ORD000909,CUST00177,2023-12-31,12,4,2024-01-01,Web,Bengaluru,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,2911.94,2911.94
ORD000910,CUST00177,2023-05-17,5,2,2023-05-18,App,Bengaluru,Delivered,Credit Card,Late Night 8-11 PM,,0.0,1555.77,1555.77
ORD000911,CUST00180,2023-01-03,1,1,2023-01-04,App,Lucknow,Delivered,UPI,Evening 4-8 PM,,0.0,632.75,632.75
ORD000912,CUST00180,2023-10-24,10,4,2023-10-27,Web,Lucknow,Delivered,Credit Card,Evening 4-8 PM,,0.0,4201.84,4201.84
ORD000913,CUST00180,2023-09-02,9,3,2023-09-04,App,Lucknow,Delivered,Debit Card,Evening 4-8 PM,,0.0,49.57,49.57
ORD000914,CUST00180,2023-10-20,10,4,2023-10-21,App,Lucknow,Returned,Credit Card,Morning 6-10 AM,DUSSEHRA23,313.99,2449.83,378.35
ORD000915,CUST00180,2023-10-16,10,4,2023-10-18,App,Lucknow,Delivered,UPI,Morning 6-10 AM,,0.0,323.88,323.88
ORD000916,CUST00181,2023-06-06,6,2,2023-06-07,Web,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,220.78,220.78
ORD000917,CUST00181,2023-12-21,12,4,2023-12-23,App,Delhi,Delivered,Credit Card,Evening 4-8 PM,,0.0,1972.33,1972.33
ORD000918,CUST00183,2023-03-06,3,1,2023-03-09,Web,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,972.39,972.39
ORD000919,CUST00183,2023-01-08,1,1,2023-01-09,App,Bengaluru,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,349.89,349.89
ORD000920,CUST00185,2023-11-18,11,4,2023-11-21,Web,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,460.16,460.16
ORD000921,CUST00187,2023-11-30,11,4,2023-12-02,Kiosk,Ahmedabad,Delivered,Credit Card,Evening 4-8 PM,,0.0,975.04,975.04
ORD000922,CUST00190,2023-02-26,2,1,2023-02-27,App,Mumbai,Delivered,Credit Card,Evening 4-8 PM,,0.0,255.33,255.33
ORD000923,CUST00190,2023-01-10,1,1,2023-01-13,App,Mumbai,Delivered,Wallet,Morning 6-10 AM,,0.0,64.19,64.19
ORD000924,CUST00190,2023-11-14,11,4,2023-11-17,Web,Mumbai,Delivered,UPI,,DIWALI23SUPER,23.38,220.24,196.86
ORD000925,CUST00191,2023-04-21,4,2,2023-04-23,Kiosk,Jaipur,Delivered,UPI,Evening 4-8 PM,,0.0,488.1,488.1
ORD000926,CUST00191,2023-06-22,6,2,2023-06-24,Web,Jaipur,Delivered,UPI,Evening 4-8 PM,,0.0,1940.17,1940.17
ORD000927,CUST00192,2023-04-18,4,2,2023-04-20,App,Ahmedabad,Delivered,UPI,,,0.0,2057.23,2057.23
ORD000928,CUST00192,2023-01-06,1,1,2023-01-09,App,Ahmedabad,Delivered,Wallet,Afternoon 10-2 PM,,0.0,277.32,277.32
ORD000929,CUST00193,2023-12-23,12,4,2023-12-25,App,Delhi,Delivered,Credit Card,Evening 4-8 PM,,0.0,653.87,653.87
ORD000930,CUST00194,2023-10-12,10,4,2023-10-14,App,Delhi,Delivered,Wallet,Morning 6-10 AM,,0.0,10.24,10.24
ORD000931,CUST00194,2023-07-26,7,3,,App,Delhi,Cancelled,UPI,Evening 4-8 PM,,0.0,222.56,0.0
ORD000932,CUST00194,2023-11-22,11,4,2023-11-25,App,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,659.35,659.35
ORD000933,CUST00194,2023-05-27,5,2,2023-05-28,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,346.62,346.62
ORD000934,CUST00197,2023-08-10,8,3,2023-08-11,App,Bengaluru,Delivered,COD,Afternoon 10-2 PM,,0.0,125.28,125.28
ORD000935,CUST00197,2023-05-23,5,2,2023-05-25,App,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,563.9,563.9
ORD000936,CUST00198,2023-08-08,8,3,2023-08-09,App,Jaipur,Returned,COD,Afternoon 10-2 PM,,0.0,1047.68,15.06
ORD000937,CUST00200,2023-06-26,6,2,2023-06-27,App,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,230.4,230.4
ORD000938,CUST00200,2023-09-03,9,3,,App,Bengaluru,Cancelled,UPI,Evening 4-8 PM,,0.0,796.69,0.0
ORD000939,CUST00200,2023-02-02,2,1,2023-02-03,Web,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,248.8,248.8
ORD000940,CUST00205,2023-09-03,9,3,2023-09-05,App,Mumbai,Delivered,Wallet,Afternoon 10-2 PM,,0.0,1299.79,1299.79
ORD000941,CUST00205,2023-11-16,11,4,2023-11-18,App,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,867.83,867.83
ORD000942,CUST00205,2023-11-09,11,4,2023-11-11,App,Mumbai,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,937.44,937.44
ORD000943,CUST00207,2023-01-21,1,1,2023-01-22,Kiosk,Delhi,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,862.88,862.88
ORD000944,CUST00207,2023-05-15,5,2,2023-05-16,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,1543.73,1543.73
ORD000945,CUST00207,2023-04-07,4,2,2023-04-10,App,Delhi,Delivered,COD,Late Night 8-11 PM,,0.0,1204.34,1204.34
ORD000946,CUST00207,2023-12-15,12,4,2023-12-16,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,1638.49,1638.49
ORD000947,CUST00207,2023-10-13,10,4,2023-10-15,Web,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,3744.04,3744.04
ORD000948,CUST00207,2023-03-23,3,1,2023-03-26,App,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,1408.88,1408.88
ORD000949,CUST00207,2023-10-09,10,4,2023-10-10,App,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,1245.23,1245.23
ORD000950,CUST00207,2023-08-18,8,3,2023-08-19,App,Delhi,Delivered,Debit Card,Late Night 8-11 PM,,0.0,1844.55,1844.55
ORD000951,CUST00207,2023-07-25,7,3,2023-07-27,App,Delhi,Returned,COD,Afternoon 10-2 PM,,0.0,716.26,34.75
ORD000952,CUST00207,2023-11-13,11,4,2023-11-14,App,Delhi,Delivered,COD,Evening 4-8 PM,,0.0,1312.59,1312.59
ORD000953,CUST00207,2023-12-20,12,4,2023-12-23,App,Delhi,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1732.04,1732.04
ORD000954,CUST00207,2023-05-04,5,2,2023-05-05,Web,Delhi,Delivered,Credit Card,Evening 4-8 PM,,0.0,896.3,896.3
ORD000955,CUST00207,2023-08-12,8,3,2023-08-13,App,Delhi,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,805.7,805.7
ORD000956,CUST00208,2023-01-27,1,1,2023-01-29,App,Jaipur,Delivered,Debit Card,Evening 4-8 PM,,0.0,606.81,606.81
ORD000957,CUST00208,2023-11-14,11,4,2023-11-15,App,Jaipur,Delivered,UPI,Evening 4-8 PM,DIWALI23SUPER,216.78,1253.18,1036.4
ORD000958,CUST00210,2023-02-08,2,1,2023-02-09,App,Delhi,Returned,UPI,Morning 6-10 AM,,0.0,491.74,114.22
ORD000959,CUST00210,2023-10-18,10,4,2023-10-20,App,Delhi,Delivered,COD,Morning 6-10 AM,,0.0,1732.92,1732.92
ORD000960,CUST00210,2023-04-03,4,2,2023-04-05,App,Delhi,Delivered,Wallet,Morning 6-10 AM,,0.0,190.04,190.04
ORD000961,CUST00210,2023-06-12,6,2,2023-06-13,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,226.8,226.8
ORD000962,CUST00210,2023-02-28,2,1,2023-03-01,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,793.94,793.94
ORD000963,CUST00210,2023-04-23,4,2,2023-04-26,Web,Delhi,Delivered,Debit Card,Evening 4-8 PM,,0.0,935.21,935.21
ORD000964,CUST00211,2023-08-25,8,3,2023-08-26,App,Bengaluru,Delivered,COD,Afternoon 10-2 PM,,0.0,437.2,437.2
ORD000965,CUST00211,2023-01-04,1,1,2023-01-06,App,Bengaluru,Delivered,Wallet,Late Night 8-11 PM,,0.0,1902.92,1902.92
ORD000966,CUST00211,2023-04-20,4,2,,App,Bengaluru,Cancelled,COD,Evening 4-8 PM,,0.0,265.69,0.0
ORD000967,CUST00211,2023-01-03,1,1,2023-01-06,Web,Bengaluru,Delivered,UPI,Morning 6-10 AM,NY2023,134.19,1527.6,1393.41
ORD000968,CUST00211,2023-11-12,11,4,,Web,Bengaluru,Cancelled,UPI,Evening 4-8 PM,,0.0,444.1,0.0
ORD000969,CUST00211,2023-01-01,1,1,2023-01-03,App,Bengaluru,Delivered,UPI,,,0.0,1199.26,1199.26
ORD000970,CUST00211,2023-01-28,1,1,2023-01-30,Web,Bengaluru,Delivered,COD,Late Night 8-11 PM,,0.0,1432.1,1432.1
ORD000971,CUST00211,2023-10-05,10,4,2023-10-08,Web,Bengaluru,Delivered,COD,Morning 6-10 AM,,0.0,1957.61,1957.61
ORD000972,CUST00211,2023-06-23,6,2,2023-06-26,Web,Bengaluru,Delivered,Debit Card,Late Night 8-11 PM,,0.0,3334.84,3334.84
ORD000973,CUST00211,2023-06-17,6,2,2023-06-18,Web,Bengaluru,Delivered,Wallet,Evening 4-8 PM,,0.0,1302.05,1302.05
ORD000974,CUST00211,2023-09-04,9,3,2023-09-06,Web,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,568.22,568.22
ORD000975,CUST00211,2023-09-06,9,3,2023-09-08,App,Bengaluru,Delivered,COD,Morning 6-10 AM,,0.0,969.51,969.51
ORD000976,CUST00211,2023-07-12,7,3,2023-07-14,App,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,2197.71,2197.71
ORD000977,CUST00211,2023-05-14,5,2,2023-05-16,App,Bengaluru,Delivered,COD,Evening 4-8 PM,,0.0,2050.87,2050.87
ORD000978,CUST00211,2023-09-09,9,3,2023-09-11,App,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,1328.43,1328.43
ORD000979,CUST00212,2023-06-03,6,2,2023-06-04,Web,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,1822.43,1822.43
ORD000980,CUST00212,2023-02-08,2,1,2023-02-11,Web,Bengaluru,Delivered,COD,Afternoon 10-2 PM,,0.0,2142.06,2142.06
ORD000981,CUST00212,2023-03-29,3,1,2023-03-31,Web,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,3225.61,3225.61
ORD000982,CUST00212,2023-05-19,5,2,2023-05-22,App,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,701.54,701.54
ORD000983,CUST00212,2023-05-14,5,2,2023-05-15,Web,Bengaluru,Delivered,Credit Card,Evening 4-8 PM,,0.0,3160.35,3160.35
ORD000984,CUST00212,2023-12-25,12,4,2023-12-27,App,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,2739.13,2739.13
ORD000985,CUST00212,2023-04-01,4,2,,App,Bengaluru,Cancelled,Credit Card,Late Night 8-11 PM,,0.0,458.23,0.0
ORD000986,CUST00212,2023-03-15,3,1,2023-03-16,App,Bengaluru,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,2272.56,2272.56
ORD000987,CUST00212,2023-12-04,12,4,2023-12-06,App,Bengaluru,Returned,UPI,Afternoon 10-2 PM,,0.0,337.51,163.92
ORD000988,CUST00212,2023-04-23,4,2,2023-04-26,App,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,3899.74,3899.74
ORD000989,CUST00212,2023-08-28,8,3,2023-08-30,Web,Bengaluru,Delivered,Debit Card,Morning 6-10 AM,,0.0,1543.76,1543.76
ORD000990,CUST00212,2023-02-12,2,1,2023-02-14,App,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,1573.5,1573.5
ORD000991,CUST00214,2023-02-26,2,1,2023-03-01,App,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,723.96,723.96
ORD000992,CUST00216,2023-05-09,5,2,2023-05-11,App,Bengaluru,Returned,UPI,Afternoon 10-2 PM,,0.0,457.43,78.4
ORD000993,CUST00216,2023-09-05,9,3,,App,Bengaluru,Cancelled,UPI,Morning 6-10 AM,,0.0,616.3,0.0
ORD000994,CUST00216,2023-03-23,3,1,2023-03-25,App,Bengaluru,Delivered,Debit Card,Morning 6-10 AM,,0.0,858.37,858.37
ORD000995,CUST00216,2023-04-16,4,2,2023-04-17,Web,Bengaluru,Delivered,Debit Card,Morning 6-10 AM,,0.0,2855.97,2855.97
ORD000996,CUST00217,2023-07-06,7,3,2023-07-08,App,Mumbai,Delivered,UPI,Late Night 8-11 PM,,0.0,2932.35,2932.35
ORD000997,CUST00218,2023-12-19,12,4,2023-12-21,App,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,1388.93,1388.93
ORD000998,CUST00218,2023-10-31,10,4,2023-11-02,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,402.2,402.2
ORD000999,CUST00219,2023-10-30,10,4,2023-10-31,App,Hyderabad,Delivered,COD,Morning 6-10 AM,,0.0,1788.31,1788.31
ORD001000,CUST00219,2023-03-08,3,1,,App,Hyderabad,Cancelled,UPI,Morning 6-10 AM,,0.0,4185.96,0.0
ORD001001,CUST00219,2023-07-03,7,3,2023-07-04,Web,Hyderabad,Delivered,Debit Card,Evening 4-8 PM,,0.0,1197.81,1197.81
ORD001002,CUST00219,2023-01-25,1,1,2023-01-27,App,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,1411.34,1411.34
ORD001003,CUST00219,2023-11-13,11,4,2023-11-14,Web,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,853.18,853.18
ORD001004,CUST00219,2023-08-12,8,3,2023-08-14,App,Hyderabad,Delivered,Credit Card,Evening 4-8 PM,,0.0,869.02,869.02
ORD001005,CUST00219,2023-04-09,4,2,2023-04-11,Kiosk,Hyderabad,Delivered,UPI,Afternoon 10-2 PM,,0.0,906.78,906.78
ORD001006,CUST00219,2023-09-20,9,3,2023-09-22,Kiosk,Hyderabad,Returned,COD,Evening 4-8 PM,,0.0,3355.53,567.73
ORD001007,CUST00219,2023-07-04,7,3,2023-07-05,App,Hyderabad,Delivered,Wallet,Morning 6-10 AM,,0.0,590.14,590.14
ORD001008,CUST00219,2023-11-10,11,4,2023-11-13,Web,Hyderabad,Delivered,Credit Card,Morning 6-10 AM,,0.0,336.86,336.86
ORD001009,CUST00219,2023-10-02,10,4,,Web,Hyderabad,Cancelled,UPI,Morning 6-10 AM,,0.0,677.26,0.0
ORD001010,CUST00219,2023-01-27,1,1,2023-01-28,App,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,954.3,954.3
ORD001011,CUST00219,2023-12-31,12,4,2024-01-01,Web,Hyderabad,Delivered,UPI,Morning 6-10 AM,XMAS23,263.38,2536.18,2272.8
ORD001012,CUST00219,2023-12-26,12,4,2023-12-29,Web,Hyderabad,Delivered,Debit Card,Morning 6-10 AM,,0.0,1248.02,1248.02
ORD001013,CUST00219,2023-07-16,7,3,2023-07-17,Web,Hyderabad,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1025.3,1025.3
ORD001014,CUST00219,2023-05-26,5,2,2023-05-29,Web,Hyderabad,Delivered,Wallet,Evening 4-8 PM,,0.0,239.98,239.98
ORD001015,CUST00219,2023-10-11,10,4,2023-10-14,App,Hyderabad,Delivered,Credit Card,Morning 6-10 AM,,0.0,752.59,752.59
ORD001016,CUST00219,2023-01-13,1,1,2023-01-16,App,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,489.36,489.36
ORD001017,CUST00219,2023-01-25,1,1,2023-01-28,Web,Hyderabad,Delivered,UPI,Evening 4-8 PM,,0.0,1568.87,1568.87
ORD001018,CUST00219,2023-06-18,6,2,2023-06-19,App,Hyderabad,Delivered,Credit Card,Evening 4-8 PM,,0.0,2215.33,2215.33
ORD001019,CUST00219,2023-09-06,9,3,2023-09-08,App,Hyderabad,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1115.17,1115.17
ORD001020,CUST00219,2023-03-25,3,1,2023-03-27,App,Hyderabad,Delivered,UPI,Evening 4-8 PM,,0.0,2051.98,2051.98
ORD001021,CUST00219,2023-02-07,2,1,2023-02-09,App,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,1173.55,1173.55
ORD001022,CUST00219,2023-02-11,2,1,2023-02-14,App,Hyderabad,Delivered,Credit Card,Evening 4-8 PM,,0.0,195.18,195.18
ORD001023,CUST00219,2023-07-05,7,3,2023-07-08,Kiosk,Hyderabad,Delivered,Credit Card,Evening 4-8 PM,,0.0,580.42,580.42
ORD001024,CUST00219,2023-05-17,5,2,2023-05-18,App,Hyderabad,Returned,Debit Card,Evening 4-8 PM,,0.0,1423.64,336.45
ORD001025,CUST00219,2023-01-02,1,1,,Web,Hyderabad,Cancelled,UPI,Morning 6-10 AM,,0.0,1395.23,0.0
ORD001026,CUST00219,2023-08-08,8,3,2023-08-10,Web,Hyderabad,Delivered,UPI,Evening 4-8 PM,,0.0,7508.73,7508.73
ORD001027,CUST00222,2023-12-25,12,4,2023-12-26,Web,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,697.96,697.96
ORD001028,CUST00222,2023-09-19,9,3,2023-09-20,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,1776.52,1776.52
ORD001029,CUST00222,2023-04-15,4,2,2023-04-16,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,1384.52,1384.52
ORD001030,CUST00222,2023-08-13,8,3,2023-08-15,App,Delhi,Delivered,COD,Morning 6-10 AM,,0.0,241.93,241.93
ORD001031,CUST00223,2023-11-12,11,4,2023-11-14,Web,Delhi,Delivered,Credit Card,Evening 4-8 PM,,0.0,2605.75,2605.75
ORD001032,CUST00223,2023-10-24,10,4,2023-10-25,App,Delhi,Delivered,UPI,Late Night 8-11 PM,DUSSEHRA23,270.38,3297.11,3026.73
ORD001033,CUST00223,2023-12-03,12,4,2023-12-05,Web,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,1177.24,1177.24
ORD001034,CUST00223,2023-10-10,10,4,2023-10-12,App,Delhi,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,3289.81,3289.81
ORD001035,CUST00223,2023-07-15,7,3,2023-07-18,Web,Delhi,Delivered,Wallet,Morning 6-10 AM,,0.0,1257.17,1257.17
ORD001036,CUST00223,2023-10-24,10,4,2023-10-25,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,4416.94,4416.94
ORD001037,CUST00223,2023-05-24,5,2,2023-05-27,Web,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,620.28,620.28
ORD001038,CUST00223,2023-05-03,5,2,,App,Delhi,Cancelled,UPI,Morning 6-10 AM,,0.0,198.15,0.0
ORD001039,CUST00223,2023-12-04,12,4,2023-12-07,App,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,1315.51,1315.51
ORD001040,CUST00223,2023-08-08,8,3,2023-08-11,App,Delhi,Delivered,COD,Evening 4-8 PM,,0.0,1629.55,1629.55
ORD001041,CUST00223,2023-03-24,3,1,2023-03-26,App,Delhi,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1449.34,1449.34
ORD001042,CUST00223,2023-09-15,9,3,,App,Delhi,Cancelled,Wallet,Morning 6-10 AM,,0.0,1272.75,0.0
ORD001043,CUST00223,2023-10-12,10,4,2023-10-15,Kiosk,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,3184.21,3184.21
ORD001044,CUST00223,2023-08-24,8,3,2023-08-26,App,Delhi,Delivered,Wallet,Afternoon 10-2 PM,,0.0,1433.86,1433.86
ORD001045,CUST00223,2023-01-26,1,1,2023-01-27,App,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,2753.52,2753.52
ORD001046,CUST00223,2023-01-02,1,1,2023-01-04,Web,Delhi,Delivered,COD,Evening 4-8 PM,,0.0,598.72,598.72
ORD001047,CUST00223,2023-08-24,8,3,,Kiosk,Delhi,Cancelled,UPI,Evening 4-8 PM,,0.0,1970.48,0.0
ORD001048,CUST00224,2023-08-05,8,3,2023-08-07,App,Jaipur,Delivered,UPI,Afternoon 10-2 PM,,0.0,618.83,618.83
ORD001049,CUST00224,2023-09-16,9,3,2023-09-18,App,Jaipur,Delivered,COD,Morning 6-10 AM,,0.0,2941.53,2941.53
ORD001050,CUST00224,2023-03-25,3,1,2023-03-27,App,Jaipur,Delivered,UPI,Morning 6-10 AM,,0.0,2443.68,2443.68
ORD001051,CUST00224,2023-10-07,10,4,2023-10-10,Web,Jaipur,Delivered,Credit Card,Morning 6-10 AM,,0.0,880.82,880.82
ORD001052,CUST00224,2023-11-09,11,4,2023-11-10,App,Jaipur,Returned,Credit Card,Morning 6-10 AM,,0.0,3667.32,3459.49
ORD001053,CUST00224,2023-09-29,9,3,2023-10-02,App,Jaipur,Delivered,UPI,Afternoon 10-2 PM,,0.0,955.7,955.7
ORD001054,CUST00224,2023-05-13,5,2,2023-05-15,App,Jaipur,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,2132.78,2132.78
ORD001055,CUST00224,2023-10-01,10,4,2023-10-04,App,Jaipur,Delivered,COD,Morning 6-10 AM,,0.0,3358.27,3358.27
ORD001056,CUST00224,2023-11-21,11,4,2023-11-23,App,Jaipur,Delivered,UPI,Morning 6-10 AM,,0.0,243.03,243.03
ORD001057,CUST00224,2023-12-27,12,4,2023-12-29,Web,Jaipur,Delivered,UPI,Morning 6-10 AM,,0.0,1139.67,1139.67
ORD001058,CUST00224,2023-11-22,11,4,2023-11-23,App,Jaipur,Delivered,UPI,,,0.0,1645.35,1645.35
ORD001059,CUST00224,2023-08-16,8,3,2023-08-17,Kiosk,Jaipur,Delivered,Credit Card,Morning 6-10 AM,,0.0,692.31,692.31
ORD001060,CUST00224,2023-03-06,3,1,2023-03-07,Web,Jaipur,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1838.99,1838.99
ORD001061,CUST00224,2023-06-13,6,2,2023-06-16,Kiosk,Jaipur,Delivered,UPI,Evening 4-8 PM,,0.0,2039.87,2039.87
ORD001062,CUST00224,2023-02-09,2,1,2023-02-11,App,Jaipur,Delivered,Wallet,Evening 4-8 PM,,0.0,628.15,628.15
ORD001063,CUST00224,2023-03-12,3,1,2023-03-13,App,Jaipur,Delivered,UPI,Evening 4-8 PM,,0.0,468.2,468.2
